OG	P	FDR_P	numtax	bp
13622	0.062	0.254319712618	19	1458
13671	0.063	0.254319712618	19	2094
13977	0.062	0.254319712618	18	696
14017	0.063	0.254319712618	19	384
14020	0.062	0.254319712618	19	882
14063	0.062	0.254319712618	19	5265
14140	0.062	0.254319712618	17	1674
14394	0.062	0.254319712618	18	1656
14861	0.063	0.254319712618	19	537
14939	0.062	0.254319712618	18	4110
15164	0.062	0.254319712618	19	3984
15300	0.063	0.254319712618	19	399
15301	0.063	0.254319712618	19	2793
15366	0.062	0.254319712618	19	756
15469	0.062	0.254319712618	19	1821
15667	0.062	0.254319712618	19	1224
15788	0.062	0.254319712618	19	813
15881	0.063	0.254319712618	19	636
15889	0.062	0.254319712618	19	462
15946	0.063	0.254319712618	19	879
16220	0.062	0.254319712618	19	951
16230	0.062	0.254319712618	19	1479
16683	0.062	0.254319712618	18	408
16758	0.062	0.254319712618	19	1251
16778	0.062	0.254319712618	19	4620
16782	0.062	0.254319712618	19	1542
16817	0.063	0.254319712618	19	1623
16911	0.062	0.254319712618	19	1830
17191	0.063	0.254319712618	18	966
17284	0.063	0.254319712618	18	918
17322	0.062	0.254319712618	18	438
17412	0.063	0.254319712618	18	843
17419	0.063	0.254319712618	18	660
17473	0.063	0.254319712618	18	1635
17579	0.063	0.254319712618	18	1827
17730	0.063	0.254319712618	18	669
17971	0.063	0.254319712618	18	1374
18054	0.062	0.254319712618	18	567
18056	0.063	0.254319712618	18	1680
18214	0.062	0.254319712618	17	1377
18335	0.062	0.254319712618	17	1410
18604	0.063	0.254319712618	17	1194
18665	0.063	0.254319712618	17	1305
19100	0.062	0.254319712618	14	615
19108	0.062	0.254319712618	16	501
19276	0.063	0.254319712618	15	654
19334	0.063	0.254319712618	15	1236
19407	0.063	0.254319712618	13	627
19545	0.062	0.254319712618	12	369
19781	0.063	0.254319712618	11	861
10517	0.064	0.255601954687	9	1485
12057	0.064	0.255601954687	18	960
12177	0.064	0.255601954687	18	1920
12437	0.064	0.255601954687	19	1260
13609	0.064	0.255601954687	18	492
13784	0.064	0.255601954687	19	1020
14068	0.064	0.255601954687	19	1794
14101	0.064	0.255601954687	16	1254
14785	0.064	0.255601954687	19	801
14837	0.064	0.255601954687	19	2064
15885	0.064	0.255601954687	19	4194
15990	0.064	0.255601954687	19	4434
16181	0.064	0.255601954687	19	1689
16440	0.064	0.255601954687	19	1932
16512	0.064	0.255601954687	19	1239
16651	0.064	0.255601954687	19	2151
17193	0.064	0.255601954687	17	882
17296	0.064	0.255601954687	18	1062
17585	0.064	0.255601954687	16	5604
17988	0.064	0.255601954687	18	741
18715	0.064	0.255601954687	16	2295
19484	0.064	0.255601954687	14	2400
19690	0.064	0.255601954687	12	828
19911	0.064	0.255601954687	11	486
11078	0.065	0.256406318561	17	885
11087	0.065	0.256406318561	17	1530
11116	0.065	0.256406318561	17	1929
11262	0.065	0.256406318561	17	2664
11382	0.065	0.256406318561	18	3414
11612	0.065	0.256406318561	18	2298
11656	0.065	0.256406318561	16	927
11812	0.065	0.256406318561	18	1005
11993	0.065	0.256406318561	19	1215
12062	0.065	0.256406318561	19	1086
12958	0.065	0.256406318561	19	660
13088	0.065	0.256406318561	18	3312
13411	0.065	0.256406318561	19	825
14286	0.065	0.256406318561	19	1902
14914	0.065	0.256406318561	19	2637
14983	0.065	0.256406318561	19	1581
14994	0.065	0.256406318561	19	4878
15454	0.065	0.256406318561	19	1029
15964	0.065	0.256406318561	19	408
16026	0.065	0.256406318561	19	3411
16356	0.065	0.256406318561	19	1476
16452	0.065	0.256406318561	19	732
17692	0.065	0.256406318561	16	381
18045	0.065	0.256406318561	18	1350
18336	0.065	0.256406318561	14	618
18449	0.065	0.256406318561	17	1326
18661	0.065	0.256406318561	11	711
19158	0.065	0.256406318561	14	1251
10535	0.067	0.256528960818	18	8121
10624	0.066	0.256528960818	14	1242
10662	0.067	0.256528960818	14	2004
10667	0.067	0.256528960818	16	5124
11399	0.067	0.256528960818	18	3024
11440	0.066	0.256528960818	19	3243
11646	0.067	0.256528960818	17	1722
11684	0.066	0.256528960818	14	528
11919	0.067	0.256528960818	18	2022
11978	0.067	0.256528960818	19	3324
12054	0.067	0.256528960818	19	1236
12060	0.067	0.256528960818	18	1155
12325	0.066	0.256528960818	16	1896
12453	0.066	0.256528960818	19	1344
12589	0.066	0.256528960818	18	801
12950	0.067	0.256528960818	19	309
13006	0.067	0.256528960818	19	570
13101	0.066	0.256528960818	19	1266
13219	0.066	0.256528960818	19	1134
13340	0.067	0.256528960818	19	1443
13362	0.066	0.256528960818	19	762
13425	0.066	0.256528960818	17	1089
13456	0.066	0.256528960818	19	2460
13590	0.067	0.256528960818	19	1860
13729	0.066	0.256528960818	18	2172
13843	0.066	0.256528960818	19	750
13893	0.066	0.256528960818	19	510
13945	0.066	0.256528960818	18	3201
13960	0.066	0.256528960818	19	525
13971	0.067	0.256528960818	19	2715
14180	0.067	0.256528960818	19	2163
14202	0.066	0.256528960818	18	3147
14443	0.067	0.256528960818	19	864
14559	0.066	0.256528960818	19	1182
14739	0.067	0.256528960818	19	1446
14768	0.067	0.256528960818	19	987
15437	0.067	0.256528960818	18	2505
15448	0.067	0.256528960818	19	1467
15538	0.067	0.256528960818	19	4941
15638	0.067	0.256528960818	19	1125
15669	0.066	0.256528960818	16	741
15777	0.067	0.256528960818	18	723
15782	0.067	0.256528960818	19	1413
15819	0.067	0.256528960818	19	6645
15932	0.066	0.256528960818	18	1692
16154	0.066	0.256528960818	19	2835
16320	0.067	0.256528960818	19	1629
16354	0.067	0.256528960818	19	3396
17044	0.067	0.256528960818	18	1602
17142	0.066	0.256528960818	18	468
17204	0.067	0.256528960818	17	1728
17232	0.066	0.256528960818	18	654
17342	0.066	0.256528960818	18	879
17435	0.066	0.256528960818	18	1200
17711	0.067	0.256528960818	17	594
17901	0.067	0.256528960818	18	966
17926	0.066	0.256528960818	18	918
18590	0.067	0.256528960818	17	2034
18947	0.067	0.256528960818	16	378
19075	0.066	0.256528960818	16	1008
19087	0.067	0.256528960818	11	423
19112	0.066	0.256528960818	16	1056
19247	0.066	0.256528960818	15	735
19278	0.066	0.256528960818	15	483
19359	0.066	0.256528960818	12	696
19385	0.067	0.256528960818	13	753
19530	0.067	0.256528960818	12	414
19782	0.067	0.256528960818	11	816
19792	0.067	0.256528960818	10	327
10723	0.068	0.257181320993	16	3174
10800	0.068	0.257181320993	17	4731
11012	0.068	0.257181320993	19	3888
12222	0.068	0.257181320993	17	1794
12424	0.068	0.257181320993	19	1746
12609	0.068	0.257181320993	19	2853
12878	0.068	0.257181320993	17	660
13254	0.068	0.257181320993	19	2517
13439	0.068	0.257181320993	19	2214
13800	0.068	0.257181320993	19	1743
14147	0.068	0.257181320993	17	636
14736	0.068	0.257181320993	16	1473
15813	0.068	0.257181320993	19	2475
15831	0.068	0.257181320993	19	2223
15912	0.068	0.257181320993	19	1374
16308	0.068	0.257181320993	19	516
16826	0.068	0.257181320993	19	1062
17129	0.068	0.257181320993	17	1836
17199	0.068	0.257181320993	18	1479
17332	0.068	0.257181320993	18	447
17505	0.068	0.257181320993	18	831
18019	0.068	0.257181320993	18	2214
18248	0.068	0.257181320993	15	615
18751	0.068	0.257181320993	17	1200
18908	0.068	0.257181320993	14	663
19119	0.068	0.257181320993	16	477
19275	0.068	0.257181320993	15	1497
19487	0.068	0.257181320993	14	1206
19851	0.068	0.257181320993	11	723
11057	0.069	0.258678065054	15	630
12051	0.069	0.258678065054	18	1551
12428	0.069	0.258678065054	19	2625
12807	0.069	0.258678065054	19	822
13334	0.069	0.258678065054	19	888
13910	0.069	0.258678065054	19	600
15610	0.069	0.258678065054	19	1032
15816	0.069	0.258678065054	19	1626
16029	0.069	0.258678065054	18	1449
16241	0.069	0.258678065054	19	1857
16681	0.069	0.258678065054	19	5151
17067	0.069	0.258678065054	18	804
17168	0.069	0.258678065054	18	1230
17407	0.069	0.258678065054	16	654
17916	0.069	0.258678065054	18	1515
18308	0.069	0.258678065054	17	879
18546	0.069	0.258678065054	16	822
18990	0.069	0.258678065054	15	384
19422	0.069	0.258678065054	13	471
19739	0.069	0.258678065054	11	330
19949	0.069	0.258678065054	11	522
10684	0.071	0.259046266234	14	1482
11164	0.071	0.259046266234	19	2052
11165	0.07	0.259046266234	19	6876
11168	0.071	0.259046266234	17	4995
11275	0.07	0.259046266234	19	10677
12471	0.07	0.259046266234	19	1749
12526	0.071	0.259046266234	19	4230
12586	0.071	0.259046266234	19	1908
12600	0.07	0.259046266234	19	2736
12604	0.071	0.259046266234	19	1890
12648	0.071	0.259046266234	18	1293
12923	0.071	0.259046266234	19	1323
12932	0.071	0.259046266234	19	1704
13034	0.071	0.259046266234	19	1281
13486	0.07	0.259046266234	19	1221
13560	0.071	0.259046266234	15	891
13579	0.071	0.259046266234	19	2316
13726	0.071	0.259046266234	19	765
13816	0.071	0.259046266234	19	2142
13931	0.07	0.259046266234	19	1086
13941	0.07	0.259046266234	19	1635
14038	0.07	0.259046266234	19	777
14130	0.071	0.259046266234	19	2799
14314	0.071	0.259046266234	19	2703
14352	0.07	0.259046266234	19	3393
14567	0.07	0.259046266234	19	1734
14581	0.071	0.259046266234	18	2583
14730	0.07	0.259046266234	18	2055
14919	0.071	0.259046266234	19	3378
15007	0.071	0.259046266234	19	642
15089	0.071	0.259046266234	19	813
15397	0.071	0.259046266234	19	378
15403	0.071	0.259046266234	19	1536
15441	0.071	0.259046266234	19	735
15908	0.071	0.259046266234	19	3102
15976	0.07	0.259046266234	19	777
16079	0.071	0.259046266234	18	2937
16111	0.07	0.259046266234	17	2433
16130	0.071	0.259046266234	19	1353
16301	0.07	0.259046266234	18	3378
16344	0.07	0.259046266234	19	876
16408	0.071	0.259046266234	16	2001
16507	0.071	0.259046266234	19	1776
16634	0.07	0.259046266234	19	2655
16790	0.07	0.259046266234	19	1017
16837	0.071	0.259046266234	19	1020
16881	0.071	0.259046266234	19	1785
17312	0.071	0.259046266234	18	675
17389	0.071	0.259046266234	16	369
17483	0.071	0.259046266234	14	1188
17496	0.071	0.259046266234	18	354
17659	0.07	0.259046266234	16	1017
17726	0.07	0.259046266234	18	390
17807	0.07	0.259046266234	18	798
18201	0.07	0.259046266234	14	1089
18433	0.071	0.259046266234	17	1041
18439	0.071	0.259046266234	17	987
18535	0.071	0.259046266234	17	483
18758	0.071	0.259046266234	17	333
18925	0.071	0.259046266234	16	447
18991	0.07	0.259046266234	16	531
19067	0.071	0.259046266234	14	861
19435	0.071	0.259046266234	13	2514
19501	0.071	0.259046266234	13	1698
19527	0.071	0.259046266234	11	1464
19709	0.071	0.259046266234	13	603
10652	0.072	0.259600474684	17	1578
10726	0.072	0.259600474684	15	2466
11228	0.072	0.259600474684	17	1491
11370	0.072	0.259600474684	16	945
11479	0.073	0.259600474684	18	1059
11781	0.073	0.259600474684	18	2475
11899	0.073	0.259600474684	17	1695
11972	0.072	0.259600474684	15	1404
12014	0.073	0.259600474684	17	2022
12108	0.073	0.259600474684	18	1611
12176	0.072	0.259600474684	17	858
12484	0.073	0.259600474684	19	819
12722	0.073	0.259600474684	18	2139
12814	0.072	0.259600474684	19	7488
13205	0.072	0.259600474684	19	2154
13302	0.073	0.259600474684	19	1470
13520	0.073	0.259600474684	19	1011
13759	0.073	0.259600474684	19	1584
13877	0.073	0.259600474684	17	942
14005	0.073	0.259600474684	19	3264
14011	0.072	0.259600474684	18	1323
14138	0.073	0.259600474684	19	1404
14514	0.073	0.259600474684	19	525
14604	0.072	0.259600474684	19	7329
14632	0.073	0.259600474684	19	3513
14717	0.072	0.259600474684	19	1545
14874	0.073	0.259600474684	19	1185
14910	0.072	0.259600474684	19	1335
15014	0.073	0.259600474684	18	2070
15339	0.073	0.259600474684	18	1683
15432	0.073	0.259600474684	19	1200
15459	0.072	0.259600474684	18	2757
15466	0.072	0.259600474684	18	1992
15486	0.073	0.259600474684	19	1092
15503	0.073	0.259600474684	19	5547
15543	0.073	0.259600474684	19	1668
15580	0.073	0.259600474684	19	1647
15753	0.073	0.259600474684	18	756
15991	0.072	0.259600474684	19	1671
16150	0.073	0.259600474684	19	2124
16245	0.072	0.259600474684	19	654
16406	0.073	0.259600474684	19	1713
16606	0.073	0.259600474684	19	1800
16728	0.073	0.259600474684	19	732
16792	0.073	0.259600474684	19	1323
17263	0.073	0.259600474684	18	1674
17287	0.073	0.259600474684	18	1797
17301	0.073	0.259600474684	12	552
17336	0.073	0.259600474684	18	2445
18305	0.073	0.259600474684	17	855
18360	0.073	0.259600474684	16	396
18520	0.073	0.259600474684	17	915
18723	0.073	0.259600474684	15	327
18838	0.073	0.259600474684	15	690
18935	0.072	0.259600474684	14	741
19052	0.072	0.259600474684	16	1632
19080	0.073	0.259600474684	16	1227
19128	0.073	0.259600474684	16	2736
19188	0.073	0.259600474684	15	528
19448	0.072	0.259600474684	14	519
19651	0.073	0.259600474684	13	453
19662	0.073	0.259600474684	10	306
19686	0.073	0.259600474684	11	654
19826	0.073	0.259600474684	10	333
11607	0.074	0.260375733855	18	3084
12215	0.074	0.260375733855	16	780
12594	0.074	0.260375733855	19	1152
13197	0.074	0.260375733855	19	1983
13306	0.074	0.260375733855	19	1035
14144	0.074	0.260375733855	19	552
14422	0.074	0.260375733855	19	1545
14585	0.074	0.260375733855	19	1839
14599	0.074	0.260375733855	19	2100
14627	0.074	0.260375733855	19	1194
14780	0.074	0.260375733855	19	2400
14795	0.074	0.260375733855	17	2025
14865	0.074	0.260375733855	18	2964
16468	0.074	0.260375733855	19	4074
16804	0.074	0.260375733855	19	600
17010	0.074	0.260375733855	18	1914
17438	0.074	0.260375733855	18	996
17442	0.074	0.260375733855	14	1437
17869	0.074	0.260375733855	18	1518
17951	0.074	0.260375733855	17	564
18170	0.074	0.260375733855	18	4686
18238	0.074	0.260375733855	18	1374
18499	0.074	0.260375733855	17	468
18647	0.074	0.260375733855	16	4803
18706	0.074	0.260375733855	17	1158
19054	0.074	0.260375733855	16	1440
19444	0.074	0.260375733855	14	1026
11124	0.075	0.261235955056	18	1722
11839	0.075	0.261235955056	18	1395
12140	0.075	0.261235955056	18	1905
12634	0.075	0.261235955056	17	813
12672	0.075	0.261235955056	19	654
12686	0.075	0.261235955056	18	984
12826	0.075	0.261235955056	19	657
13072	0.075	0.261235955056	19	1332
13126	0.075	0.261235955056	19	2025
13342	0.075	0.261235955056	18	2013
13494	0.075	0.261235955056	19	1323
14538	0.075	0.261235955056	19	1329
14701	0.075	0.261235955056	19	2376
15144	0.075	0.261235955056	19	3324
15267	0.075	0.261235955056	19	4746
15658	0.075	0.261235955056	18	1755
15699	0.075	0.261235955056	19	453
15801	0.075	0.261235955056	17	1059
15928	0.075	0.261235955056	19	1911
17228	0.075	0.261235955056	16	900
17688	0.075	0.261235955056	18	558
17819	0.075	0.261235955056	18	1185
18243	0.075	0.261235955056	16	1521
18479	0.075	0.261235955056	12	2052
18952	0.075	0.261235955056	14	414
19153	0.075	0.261235955056	16	339
10881	0.076	0.262179585572	16	1497
11102	0.076	0.262179585572	16	4296
11227	0.076	0.262179585572	15	1242
11470	0.076	0.262179585572	18	1215
12018	0.076	0.262179585572	19	1437
14026	0.076	0.262179585572	17	2673
14041	0.076	0.262179585572	19	2289
14053	0.076	0.262179585572	19	5871
14457	0.076	0.262179585572	19	492
14602	0.076	0.262179585572	19	1305
14848	0.076	0.262179585572	19	2805
14999	0.076	0.262179585572	19	1848
15105	0.076	0.262179585572	17	2544
15394	0.076	0.262179585572	19	771
15555	0.076	0.262179585572	18	1005
16265	0.076	0.262179585572	17	1152
16538	0.076	0.262179585572	19	3855
16918	0.076	0.262179585572	19	3354
17075	0.076	0.262179585572	18	990
17382	0.076	0.262179585572	16	2712
17528	0.076	0.262179585572	18	786
17851	0.076	0.262179585572	18	1497
18209	0.076	0.262179585572	18	537
18597	0.076	0.262179585572	16	405
19922	0.076	0.262179585572	11	1719
10767	0.078	0.262236350037	17	1317
10834	0.077	0.262236350037	16	2205
10867	0.077	0.262236350037	17	1206
10900	0.078	0.262236350037	16	7263
10918	0.077	0.262236350037	15	1407
11055	0.077	0.262236350037	19	30414
11215	0.077	0.262236350037	15	747
11242	0.077	0.262236350037	17	1725
11942	0.078	0.262236350037	17	2316
12081	0.078	0.262236350037	18	8169
12133	0.078	0.262236350037	14	954
12147	0.078	0.262236350037	18	678
12346	0.078	0.262236350037	18	1746
12598	0.078	0.262236350037	19	1656
12624	0.078	0.262236350037	18	2730
12970	0.077	0.262236350037	19	855
13179	0.077	0.262236350037	19	579
13308	0.077	0.262236350037	19	1284
13388	0.078	0.262236350037	18	1590
13445	0.078	0.262236350037	18	2520
13566	0.077	0.262236350037	18	1326
13677	0.078	0.262236350037	18	966
14133	0.078	0.262236350037	19	819
14221	0.077	0.262236350037	19	1569
14236	0.078	0.262236350037	19	1905
14349	0.078	0.262236350037	19	2034
14454	0.078	0.262236350037	19	951
14456	0.078	0.262236350037	19	3276
14487	0.077	0.262236350037	19	918
14639	0.077	0.262236350037	19	5667
14654	0.078	0.262236350037	19	1893
14840	0.078	0.262236350037	16	2313
14847	0.078	0.262236350037	18	2019
15215	0.078	0.262236350037	19	1431
15537	0.078	0.262236350037	19	1116
15552	0.077	0.262236350037	18	474
15621	0.078	0.262236350037	18	2022
15778	0.077	0.262236350037	19	1170
15858	0.078	0.262236350037	17	1149
16066	0.078	0.262236350037	19	657
16123	0.078	0.262236350037	19	1452
16175	0.077	0.262236350037	17	993
16196	0.078	0.262236350037	18	756
16347	0.077	0.262236350037	19	663
16409	0.078	0.262236350037	19	3300
16795	0.078	0.262236350037	19	612
16820	0.078	0.262236350037	19	2106
16894	0.077	0.262236350037	19	531
16986	0.077	0.262236350037	18	780
17006	0.077	0.262236350037	18	6210
17015	0.078	0.262236350037	17	687
17683	0.078	0.262236350037	17	1068
17797	0.078	0.262236350037	17	327
17798	0.077	0.262236350037	18	783
17884	0.078	0.262236350037	18	2628
18268	0.078	0.262236350037	16	1002
18353	0.078	0.262236350037	17	693
18772	0.077	0.262236350037	17	501
18806	0.078	0.262236350037	17	822
18890	0.078	0.262236350037	16	1068
18911	0.077	0.262236350037	16	1008
18981	0.078	0.262236350037	14	759
19169	0.078	0.262236350037	16	831
19307	0.077	0.262236350037	14	774
19390	0.078	0.262236350037	15	597
19535	0.078	0.262236350037	14	1389
19745	0.078	0.262236350037	12	747
19995	0.077	0.262236350037	10	2118
10336	0.079	0.26323573017	12	1887
10984	0.079	0.26323573017	18	8799
12146	0.079	0.26323573017	19	1320
12955	0.079	0.26323573017	18	1521
13770	0.079	0.26323573017	19	2121
13967	0.079	0.26323573017	18	1434
14072	0.079	0.26323573017	18	2169
14134	0.079	0.26323573017	19	480
14259	0.079	0.26323573017	19	1098
14949	0.079	0.26323573017	19	1809
14985	0.079	0.26323573017	19	954
15130	0.079	0.26323573017	19	1188
15323	0.079	0.26323573017	19	2259
15833	0.079	0.26323573017	19	1596
16212	0.079	0.26323573017	19	927
16316	0.079	0.26323573017	19	927
16756	0.079	0.26323573017	19	1713
16764	0.079	0.26323573017	19	1086
16777	0.079	0.26323573017	19	999
17340	0.079	0.26323573017	18	549
17391	0.079	0.26323573017	17	720
18653	0.079	0.26323573017	15	330
19504	0.079	0.26323573017	10	840
19822	0.079	0.26323573017	11	483
10996	0.081	0.264028281363	12	438
11058	0.08	0.264028281363	13	1137
11285	0.081	0.264028281363	16	1551
11287	0.08	0.264028281363	17	1437
11299	0.08	0.264028281363	18	1542
11379	0.081	0.264028281363	17	636
11623	0.081	0.264028281363	18	1353
11807	0.081	0.264028281363	18	1347
12338	0.08	0.264028281363	18	1179
12401	0.08	0.264028281363	19	1455
12751	0.081	0.264028281363	19	909
12820	0.08	0.264028281363	19	3837
13063	0.08	0.264028281363	19	1797
13066	0.08	0.264028281363	19	846
13337	0.081	0.264028281363	18	1449
13577	0.08	0.264028281363	19	1668
13652	0.081	0.264028281363	19	336
13951	0.08	0.264028281363	18	1977
14252	0.081	0.264028281363	19	714
14342	0.081	0.264028281363	19	909
14563	0.081	0.264028281363	19	1407
14593	0.08	0.264028281363	18	447
14614	0.081	0.264028281363	19	2670
15057	0.081	0.264028281363	19	732
15187	0.081	0.264028281363	19	1242
15289	0.08	0.264028281363	19	1977
15299	0.08	0.264028281363	19	615
15464	0.081	0.264028281363	18	846
15967	0.081	0.264028281363	18	6630
15998	0.081	0.264028281363	18	1653
16193	0.08	0.264028281363	18	834
16231	0.08	0.264028281363	15	1080
16325	0.081	0.264028281363	19	2739
16458	0.08	0.264028281363	18	1617
16544	0.081	0.264028281363	18	1173
16607	0.081	0.264028281363	19	3219
